input_img,output,flag,username,timestamp
/home/jerome/source/general-learning/flagged/input_img/tmpy8z54ijp.png,/home/jerome/source/general-learning/flagged/output/tmpg95p_je6.png,,,2023-06-05 21:05:22.748124
